nse_ticker,company_name,macro,sector,industry,basic_industry,themes
OBCL,Orissa Bengal Carrier Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
OBEROIREAL,,,,,,
OBEROIRLTY,Oberoi Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
OCCL,Oriental Carbon & Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
OCCLLTD,OCCL Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
ODIGMA,Odigma Consultancy Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
OFSS,Oracle Financial Services Software Limited,Information Technology,Information Technology,IT - Software,Software Products,it_services
OIL,Oil India Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,psu_capex;oil_upstream
OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services,
OILINDIA,,,,,,
OLA,,,,,,
OLAELEC,Ola Electric Mobility Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,ev;new_age_tech
OLARIDER,,,,,,
OLECTRA,Olectra Greentech Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,ev;renewables;new_age_tech
OMAXAUTO,Omax Autos Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
OMAXE,Omaxe Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
OMFREIGHT,Om Freight Forwarders Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
OMINFRAL,OM INFRA LIMITED,Industrials,Construction,Construction,Civil Construction,
OMNI,Omnitech Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex;new_age_tech
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
ONEPOINT,One Point One Solutions Limited,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
ONGC,Oil & Natural Gas Corporation Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,psu_capex;oil_upstream
ONMOBILE,OnMobile Global Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Web based media and service,
ONWARDTEC,Onward Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
OPTIEMUS,Optiemus Infracom Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,
ORBTEXP,Orbit Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
ORCHASP,Orchasp Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
ORCHPHARMA,Orchid Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
ORICONENT,Oricon Enterprises Limited,Industrials,Capital Goods,Industrial Products,Packaging,
ORIENTALTL,Oriental Trimex Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,discretionary
ORIENTBELL,Orient Bell Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,discretionary
ORIENTCEM,Orient Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
ORIENTCER,ORIENT CERATECH LIMITED,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,new_age_tech
ORIENTELC,,,,,,
ORIENTELEC,Orient Electric Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ev;discretionary
ORIENTGREEN,,,,,,
ORIENTHOT,Oriental Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
ORIENTINS,,,,,,
ORIENTLTD,Orient Press Limited,Industrials,Capital Goods,Industrial Products,Packaging,
ORIENTPPR,Orient Paper & Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
ORIENTTECH,Orient Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
ORISSAMINE,The Orissa Minerals Development Company Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ev;metals
ORKLAINDIA,Orkla India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,
OSIAHYPER,Osia Hyper Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,discretionary
OSWALAGRO,Oswal Agro Mills Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
OSWALGREEN,Oswal Greentech Limited,Financial Services,Financial Services,Finance,Investment Company,renewables;new_age_tech
OSWALPUMPS,Oswal Pumps Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
OWM,,,,,,
PACEDIGITK,Pace Digitek Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
PAGEIND,Page Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
PAGES,,,,,,
PAHARPUR,,,,,,
PAISALO,Paisalo Digital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),new_age_tech
PAKKA,PAKKA LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
PALASHSECU,Palash Securities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
PALREDTEC,Palred Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
PANACEA,,,,,,
PANACEABIO,Panacea Biotec Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
PANAMAPET,Panama Petrochem Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,
PANSARI,Pansari Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,ev;realty
PAR,Par Drugs And Chemicals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
PARABDRUGS,Parabolic Drugs Limited,HEALTHCARE,PHARMA,PHARMACEUTICALS,PHARMACEUTICALS,cdmo_pharma;branded_pharma
PARACABLES,Paramount Communications Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,
PARADEEP,Paradeep Phosphates Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
PARAG,,,,,,
PARAGMILK,Parag Milk Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,
PARAMOUNT,Paramount Dye Tec Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
PARAS,Paras Defence and Space Technologies Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense;new_age_tech
PARKHOSPS,Park Medi World Limited,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
PARSVNATH,Parsvnath Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,ev;realty
PASHUPATI,Pashupati Cotspin Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
PASUPTAC,Pasupati Acrylon Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,specialty_chem
PATANJALI,Patanjali Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
PATANJALIFO,,,,,,
PATEL,,,,,,
PATELENG,Patel Engineering Limited,Industrials,Construction,Construction,Civil Construction,
PATELRMART,Patel Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,discretionary
PATINTLOG,Patel Integrated Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
PAUSHAKLTD,Paushak Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
PAVNAIND,Pavna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
PAYTM,One 97 Communications Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),discretionary;new_age_tech
PCBL,PCBL Chemical Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,semis
PCJEWELLER,PC Jeweller Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
PDMJEPAPER,Pudumjee Paper Products Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
PDSL,PDS Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,discretionary
PEARLPOLY,Pearl Polymers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,discretionary
PENIND,Pennar Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
PENINLAND,Peninsula Land Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
PERSISTENT,Persistent Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
PETRONET,Petronet LNG Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,oil_downstream
PFC,Power Finance Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution,psu_capex;nbfc
PFCINDIA,,,,,,
PFIZER,Pfizer Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
PFOCUS,Prime Focus Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
PFS,PTC India Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
PGEL,PG Electroplast Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,semis;discretionary
PGHH,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,fmcg_staples
PGHL,Procter & Gamble Health Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
PGIL,Pearl Global Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
PHILIPCARB,,,,,,
PHILIPSBV,,,,,,
PHOENIXLTD,The Phoenix Mills Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
PI,,,,,,
PICCADIL,Piccadily Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
PIDILITIND,Pidilite Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,semis;capex
PIIND,PI Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Financial Services,Finance,Investment Company,
PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,discretionary
PINELABS,Pine Labs Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
PIONEEREMB,Pioneer Embroideries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
PIRAMALFIN,Piramal Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
PIRAMALPHA,,,,,,
PITTIENG,Pitti Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
PIXTRANS,Pix Transmissions Limited,Industrials,Capital Goods,Industrial Products,Rubber,
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
PLASTIBLEN,Plastiblends India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
PLATIND,Platinum Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
PLAZACABLE,Plaza Wires Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,
PMI,,,,,,
PNB,Punjab National Bank,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
PNBGILTS,PNB Gilts Limited,Financial Services,Financial Services,Finance,Investment Company,
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nbfc
PNC,Pritish Nandy Communications Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,
PNCINFRA,PNC Infratech Limited,Industrials,Construction,Construction,Civil Construction,new_age_tech
PNGJL,P N Gadgil Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,ev;discretionary
POCL,Pondy Oxides & Chemicals Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,
PODDARMENT,Poddar Pigments Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
POKARNA,Pokarna Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,discretionary
POLICYBZR,PB Fintech Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),discretionary;new_age_tech
POLYCAB,Polycab India Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,semis;capex
POLYMED,Poly Medicure Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,
POLYPLEX,Polyplex Corporation Limited,Industrials,Capital Goods,Industrial Products,Packaging,
PONNIERODE,Ponni Sugars (Erode) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
POWERGRID,Power Grid Corporation of India Limited,Utilities,Power,Power,Power - Transmission,psu_capex
POWERGRIDINVIT,,,,,,
POWERINDIA,Hitachi Energy India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
POWERMECH,Power Mech Projects Limited,Industrials,Construction,Construction,Civil Construction,data_center
POWMECH,,,,,,
PPAP,PPAP Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
PPL,Prakash Pipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
PPLPHARMA,Piramal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
PRABHA,Prabha Energy Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,oil_upstream
PRABHAT,Prabhat Dairy Limited,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,DAIRY PRODUCTS,
PRAENG,Prajay Engineers Syndicate Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
PRAJIND,Praj Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
PRAKASH,Prakash Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
PRAKASHSTL,Prakash Steelage Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
